TITLE="Layer_5"
VARIABLES="Time [s]"
"Flow Rate IN [m^3/s]"
"Flow Rate OUT [m^3/s]"
"Net Flow Rate [m^3/s]"
"Net Cumulated Volume [m^3]"
ZONE T="Flow Budget Zone#5"
 0.3000000000000000E+03  0.0000000000000000E+00  0.3517041151750099E-05 -0.3517041151750099E-05 -0.5275561727625148E-03
 0.6000000000000000E+03  0.0000000000000000E+00  0.3523662546707601E-05 -0.3523662546707601E-05 -0.1583661727531170E-02
 0.9000000000000000E+03  0.0000000000000000E+00  0.3527202618603084E-05 -0.3527202618603084E-05 -0.2641291502327773E-02
 0.1200000000000000E+04  0.0000000000000000E+00  0.3528107708575739E-05 -0.3528107708575739E-05 -0.3699588051404596E-02
 0.1500000000000000E+04  0.0000000000000000E+00  0.3526946412046137E-05 -0.3526946412046137E-05 -0.4757846169497877E-02
 0.1800000000000000E+04  0.0000000000000000E+00  0.3524064999461002E-05 -0.3524064999461002E-05 -0.5815497881223948E-02
 0.2100000000000000E+04  0.2454729728892154E-08  0.3522055768205752E-05 -0.3519601038476860E-05 -0.6872047786914627E-02
 0.2400000000000000E+04  0.7743864284583406E-08  0.3521277596361949E-05 -0.3513533732077366E-05 -0.7927018002497762E-02
 0.2700000000000000E+04  0.1368765374744937E-07  0.3519440359742165E-05 -0.3505752705994716E-05 -0.8979910968208573E-02
 0.3000000000000000E+04  0.2008549634163119E-07  0.3516198671699167E-05 -0.3496113175357535E-05 -0.1003019085041141E-01
 0.3300000000000000E+04  0.2696381617643521E-07  0.3511438389523780E-05 -0.3484474573347345E-05 -0.1107727901271714E-01
 0.3600000000000000E+04  0.3432024787504613E-07  0.3505044920876915E-05 -0.3470724673001869E-05 -0.1212055889966952E-01
 0.3900000000000000E+04  0.4211761951232581E-07  0.3496908157464562E-05 -0.3454790537952236E-05 -0.1315938618131264E-01
 0.4200000000000000E+04  0.5028628847242203E-07  0.3486929183043469E-05 -0.3436642894571047E-05 -0.1419310119619113E-01
 0.4500000000000000E+04  0.5873265108971766E-07  0.3475026528233782E-05 -0.3416293877144065E-05 -0.1522104171194840E-01
 0.4800000000000000E+04  0.6734910146478847E-07  0.3461140839752797E-05 -0.3393791738288008E-05 -0.1624255455426321E-01
 0.5100000000000000E+04  0.7602439048846649E-07  0.3445237462033901E-05 -0.3369213071545435E-05 -0.1725700527573823E-01
