TITLE="Layer_1"
VARIABLES="Time [s]"
"Flow Rate IN [m^3/s]"
"Flow Rate OUT [m^3/s]"
"Net Flow Rate [m^3/s]"
"Net Cumulated Volume [m^3]"
ZONE T="Flow Budget Zone#1"
 0.3000000000000000E+03  0.3732857402331292E-04  0.1151180920943507E-01 -0.1147448063541176E-01 -0.1721172095311764E+01
 0.6000000000000000E+03  0.1006412615961755E-02  0.6843134980403990E-02 -0.5836722364442237E-02 -0.4317852545289863E+01
 0.9000000000000000E+03  0.5146430995364504E-03  0.5203260078845414E-02 -0.4688616979308964E-02 -0.5896653446852543E+01
 0.1200000000000000E+04  0.6990437112441611E-03  0.4684277004522420E-02 -0.3985233293278260E-02 -0.7197730987740627E+01
 0.1500000000000000E+04  0.5340836635130217E-04  0.3826422210502676E-02 -0.3773013844151374E-02 -0.8361468058355072E+01
 0.1800000000000000E+04  0.1732513027793475E-03  0.3612711374774984E-02 -0.3439460071995637E-02 -0.9443339145777124E+01
 0.2100000000000000E+04  0.0000000000000000E+00  0.3262548607044637E-02 -0.3262548607044637E-02 -0.1044864044763317E+02
 0.2400000000000000E+04  0.0000000000000000E+00  0.3084394192531815E-02 -0.3084394192531815E-02 -0.1140068186756963E+02
 0.2700000000000000E+04  0.0000000000000000E+00  0.2945040919683607E-02 -0.2945040919683607E-02 -0.1230509713440195E+02
 0.3000000000000000E+04  0.0000000000000000E+00  0.2829707688228780E-02 -0.2829707688228780E-02 -0.1317130942558880E+02
 0.3300000000000000E+04  0.0000000000000000E+00  0.2736532529635427E-02 -0.2736532529635427E-02 -0.1400624545826843E+02
 0.3600000000000000E+04  0.0000000000000000E+00  0.2657061798631005E-02 -0.2657061798631005E-02 -0.1481528460750840E+02
 0.3900000000000000E+04  0.0000000000000000E+00  0.2585398928318567E-02 -0.2585398928318567E-02 -0.1560165371655084E+02
 0.4200000000000000E+04  0.0000000000000000E+00  0.2520953857802269E-02 -0.2520953857802269E-02 -0.1636760663446896E+02
 0.4500000000000000E+04  0.0000000000000000E+00  0.2462721644519300E-02 -0.2462721644519300E-02 -0.1711515795981720E+02
 0.4800000000000000E+04  0.0000000000000000E+00  0.2409791858606989E-02 -0.2409791858606989E-02 -0.1784603498528614E+02
 0.5100000000000000E+04  0.0000000000000000E+00  0.2361394560220105E-02 -0.2361394560220105E-02 -0.1856171294811020E+02
 0.5400000000000000E+04  0.0000000000000000E+00  0.2316890265355651E-02 -0.2316890265355651E-02 -0.1926345567194657E+02
 0.5700000000000000E+04  0.0000000000000000E+00  0.2275752996967111E-02 -0.2275752996967111E-02 -0.1995235216129498E+02
 0.6000000000000000E+04  0.0000000000000000E+00  0.2237551054985385E-02 -0.2237551054985385E-02 -0.2062934776908786E+02
 0.6300000000000000E+04  0.0000000000000000E+00  0.2201928561712681E-02 -0.2201928561712681E-02 -0.2129526971159257E+02
 0.6600000000000000E+04  0.0000000000000000E+00  0.2168589862741120E-02 -0.2168589862741120E-02 -0.2195084747526064E+02
 0.6900000000000000E+04  0.0000000000000000E+00  0.2137287176615480E-02 -0.2137287176615480E-02 -0.2259672903116413E+02
 0.7200000000000000E+04  0.0000000000000000E+00  0.2107811037445181E-02 -0.2107811037445181E-02 -0.2323349376327323E+02
 0.7500000000000000E+04  0.0000000000000000E+00  0.2079982912647832E-02 -0.2079982912647832E-02 -0.2386166285578718E+02
 0.7800000000000000E+04  0.0000000000000000E+00  0.2053649464814433E-02 -0.2053649464814433E-02 -0.2448170771240652E+02
 0.8100000000000000E+04  0.0000000000000000E+00  0.2028678052568635E-02 -0.2028678052568635E-02 -0.2509405684001398E+02
 0.8400000000000000E+04  0.0000000000000000E+00  0.2004953171030630E-02 -0.2004953171030630E-02 -0.2569910152355387E+02
 0.8700000000000000E+04  0.0000000000000000E+00  0.1982373611239826E-02 -0.1982373611239826E-02 -0.2629720054089444E+02
 0.9000000000000000E+04  0.0000000000000000E+00  0.1960850174838268E-02 -0.1960850174838268E-02 -0.2688868410880615E+02
 0.9300000000000000E+04  0.0000000000000000E+00  0.1940303821440405E-02 -0.1940303821440405E-02 -0.2747385720824795E+02
 0.9600000000000000E+04  0.0000000000000000E+00  0.1920664156022838E-02 -0.1920664156022838E-02 -0.2805300240486744E+02
 0.9900000000000000E+04  0.0000000000000000E+00  0.1901868185622545E-02 -0.1901868185622545E-02 -0.2862638225611425E+02
 0.1020000000000000E+05  0.0000000000000000E+00  0.1883859290908681E-02 -0.1883859290908681E-02 -0.2919424137759393E+02
 0.1050000000000000E+05  0.0000000000000000E+00  0.1866586370374216E-02 -0.1866586370374216E-02 -0.2975680822678637E+02
 0.1080000000000000E+05  0.0000000000000000E+00  0.1850003124096601E-02 -0.1850003124096601E-02 -0.3031429665095699E+02
 0.1110000000000000E+05  0.0000000000000000E+00  0.1834067451026994E-02 -0.1834067451026994E-02 -0.3086690723722553E+02
 0.1140000000000000E+05  0.0000000000000000E+00  0.1818740939155021E-02 -0.1818740939155021E-02 -0.3141482849575283E+02
 0.1170000000000000E+05  0.0000000000000000E+00  0.1803988432064409E-02 -0.1803988432064409E-02 -0.3195823790143575E+02
 0.1200000000000000E+05  0.0000000000000000E+00  0.1789777658646043E-02 -0.1789777658646043E-02 -0.3249730281504232E+02
 0.1230000000000000E+05  0.0000000000000000E+00  0.1776078915285241E-02 -0.1776078915285241E-02 -0.3303218130113201E+02
 0.1260000000000000E+05  0.0000000000000000E+00  0.1762864791854541E-02 -0.1762864791854541E-02 -0.3356302285720298E+02
 0.1290000000000000E+05  0.0000000000000000E+00  0.1750109934442898E-02 -0.1750109934442898E-02 -0.3408996906614760E+02
 0.1320000000000000E+05  0.0000000000000000E+00  0.1737790839029072E-02 -0.1737790839029072E-02 -0.3461315418216839E+02
 0.1350000000000000E+05  0.0000000000000000E+00  0.1726142943555052E-02 -0.1726142943555052E-02 -0.3513274424955601E+02
 0.1380000000000000E+05  0.0000000000000000E+00  0.1716016268024792E-02 -0.1716016268024792E-02 -0.3564906813129299E+02
 0.1410000000000000E+05  0.0000000000000000E+00  0.1705786145496288E-02 -0.1705786145496288E-02 -0.3616233849332115E+02
 0.1440000000000000E+05  0.0000000000000000E+00  0.1695705632294119E-02 -0.1695705632294119E-02 -0.3667256225998971E+02
