TITLE="Layer_4"
VARIABLES="Time [s]"
"Flow Rate IN [m^3/s]"
"Flow Rate OUT [m^3/s]"
"Net Flow Rate [m^3/s]"
"Net Cumulated Volume [m^3]"
ZONE T="Flow Budget Zone#4"
 0.3000000000000000E+03  0.1288153269660396E-06  0.0000000000000000E+00  0.1288153269660396E-06  0.1932229904490595E-04
 0.6000000000000000E+03  0.1963637314341689E-06  0.0000000000000000E+00  0.1963637314341689E-06  0.6809915780493724E-04
 0.9000000000000000E+03  0.2449549297213905E-06  0.0000000000000000E+00  0.2449549297213905E-06  0.1342969569782712E-03
 0.1200000000000000E+04  0.2741765758526853E-06  0.0000000000000000E+00  0.2741765758526853E-06  0.2121666828143825E-03
 0.1500000000000000E+04  0.2929790518156969E-06  0.0000000000000000E+00  0.2929790518156969E-06  0.2972400269646399E-03
 0.1800000000000000E+04  0.3067918868248921E-06  0.0000000000000000E+00  0.3067918868248921E-06  0.3872056677607282E-03
 0.2100000000000000E+04  0.3186274426745102E-06  0.0000000000000000E+00  0.3186274426745102E-06  0.4810185671856386E-03
 0.2400000000000000E+04  0.3296888747995462E-06  0.0000000000000000E+00  0.3296888747995462E-06  0.5782660148067470E-03
 0.2700000000000000E+04  0.3402614691859566E-06  0.0000000000000000E+00  0.3402614691859566E-06  0.6787585664045725E-03
 0.3000000000000000E+04  0.3501774830768414E-06  0.0000000000000000E+00  0.3501774830768414E-06  0.7823244092439921E-03
 0.3300000000000000E+04  0.3592251190525644E-06  0.0000000000000000E+00  0.3592251190525644E-06  0.8887347995634030E-03
 0.3600000000000000E+04  0.3671394997650568E-06  0.0000000000000000E+00  0.3671394997650568E-06  0.9976894923860462E-03
 0.3900000000000000E+04  0.3739076403348301E-06  0.0000000000000000E+00  0.3739076403348301E-06  0.1108846563401029E-02
 0.4200000000000000E+04  0.3796192319405222E-06  0.0000000000000000E+00  0.3796192319405222E-06  0.1221875594242332E-02
 0.4500000000000000E+04  0.3842810419843641E-06  0.0000000000000000E+00  0.3842810419843641E-06  0.1336460635331065E-02
 0.4800000000000000E+04  0.3878104233875186E-06  0.0000000000000000E+00  0.3878104233875186E-06  0.1452274355136847E-02
 0.5100000000000000E+04  0.3901027699455226E-06  0.0000000000000000E+00  0.3901027699455226E-06  0.1568961334136804E-02
 0.5400000000000000E+04  0.3910844893559719E-06  0.0000000000000000E+00  0.3910844893559719E-06  0.1686139423032028E-02
 0.5700000000000000E+04  0.3907339593894822E-06  0.0000000000000000E+00  0.3907339593894822E-06  0.1803412190343846E-02
 0.6000000000000000E+04  0.3890844892509083E-06  0.0000000000000000E+00  0.3890844892509083E-06  0.1920384957639904E-02
 0.6300000000000000E+04  0.3862093269285454E-06  0.0000000000000000E+00  0.3862093269285454E-06  0.2036679030066823E-02
 0.6600000000000000E+04  0.3822132360879098E-06  0.0000000000000000E+00  0.3822132360879098E-06  0.2151942414519291E-02
 0.6900000000000000E+04  0.3772179788856739E-06  0.0000000000000000E+00  0.3772179788856739E-06  0.2265857096765328E-02
 0.7200000000000000E+04  0.3713522195800811E-06  0.0000000000000000E+00  0.3713522195800811E-06  0.2378142626535192E-02
 0.7500000000000000E+04  0.3647440261797492E-06  0.0000000000000000E+00  0.3647440261797492E-06  0.2488557063399166E-02
 0.7800000000000000E+04  0.3575159075106242E-06  0.0000000000000000E+00  0.3575159075106242E-06  0.2596896053452722E-02
 0.8100000000000000E+04  0.3497818800887698E-06  0.0000000000000000E+00  0.3497818800887698E-06  0.2702990721592631E-02
 0.8400000000000000E+04  0.3416459863318116E-06  0.0000000000000000E+00  0.3416459863318116E-06  0.2806704901555718E-02
 0.8700000000000000E+04  0.3332017721632390E-06  0.0000000000000000E+00  0.3332017721632390E-06  0.2907932065329976E-02
 0.9000000000000000E+04  0.3245323657232336E-06  0.0000000000000000E+00  0.3245323657232336E-06  0.3006592186012947E-02
 0.9300000000000000E+04  0.3157109128693438E-06  0.0000000000000000E+00  0.3157109128693438E-06  0.3102628677801833E-02
 0.9600000000000000E+04  0.3068012133957662E-06  0.0000000000000000E+00  0.3068012133957662E-06  0.3196005496741600E-02
 0.9900000000000000E+04  0.2978584577175916E-06  0.0000000000000000E+00  0.2978584577175916E-06  0.3286704447408603E-02
 0.1020000000000000E+05  0.2889300023796123E-06  0.0000000000000000E+00  0.2889300023796123E-06  0.3374722716423184E-02
 0.1050000000000000E+05  0.2800561442111376E-06  0.0000000000000000E+00  0.2800561442111376E-06  0.3460070638411797E-02
 0.1080000000000000E+05  0.2712708691035391E-06  0.0000000000000000E+00  0.2712708691035391E-06  0.3542769690408998E-02
 0.1110000000000000E+05  0.2626025602874785E-06  0.0000000000000000E+00  0.2626025602874785E-06  0.3622850704817651E-02
 0.1140000000000000E+05  0.2540746569528487E-06  0.0000000000000000E+00  0.2540746569528487E-06  0.3700352287403700E-02
 0.1170000000000000E+05  0.2457062597465494E-06  0.0000000000000000E+00  0.2457062597465494E-06  0.3775319424908610E-02
 0.1200000000000000E+05  0.2375126812446574E-06  0.0000000000000000E+00  0.2375126812446574E-06  0.3847802266057291E-02
 0.1230000000000000E+05  0.2295059422822244E-06  0.0000000000000000E+00  0.2295059422822244E-06  0.3917855059586323E-02
