TITLE="ref_flow"
VARIABLES="Time [s]"
#P   1 :: Element:   22001 X,Y,Z:   0.00       0.00       50.0    
#P   2 :: Element:   17001 X,Y,Z:   0.00       0.00       150.    
#P   3 :: Element:   12001 X,Y,Z:   0.00       0.00       250.    
#P   4 :: Element:    7001 X,Y,Z:   0.00       0.00       350.    
#P   5 :: Element:    2001 X,Y,Z:   0.00       0.00       450.    
#P   6 :: Element:   22100 X,Y,Z:  0.100E+04   0.00       50.0    
#P   7 :: Element:   17100 X,Y,Z:  0.100E+04   0.00       150.    
#P   8 :: Element:   12100 X,Y,Z:  0.100E+04   0.00       250.    
#P   9 :: Element:    7100 X,Y,Z:  0.100E+04   0.00       350.    
#P  10 :: Element:    2100 X,Y,Z:  0.100E+04   0.00       450.    
"P   1"
"P   2"
"P   3"
"P   4"
"P   5"
"P   6"
"P   7"
"P   8"
"P   9"
"P  10"
ZONE T="{X,Y,Z} Head/Pressure/Depth"
 0.0000000000000000E+00  0.2700000000000000E+03  0.2700000000000000E+03  0.2700000000000000E+03  0.2686555992145040E+03  0.2683150192555710E+03  0.2655373731210110E+03  0.2661996256339400E+03  0.2690496827645440E+03  0.2700023393445410E+03  0.2708196086905490E+03
 0.3000000000000000E+03  0.5000000000000000E+02  0.1500000000000000E+03  0.2500000000000000E+03  0.2686499850284437E+03  0.2683141860987733E+03  0.2655744154243255E+03  0.2662236416476752E+03  0.2690348198680879E+03  0.2699935120673313E+03  0.2708132402450325E+03
 0.6000000000000000E+03  0.5000000000000000E+02  0.1500000000000000E+03  0.2500000000000000E+03  0.2686350355114789E+03  0.2683110980964201E+03  0.2655703091771717E+03  0.2662239324352309E+03  0.2689905370922628E+03  0.2699631995943263E+03  0.2707954894895054E+03
 0.9000000000000000E+03  0.5000000000000000E+02  0.1500000000000000E+03  0.2500000000000000E+03  0.2686096557187161E+03  0.2683044241902556E+03  0.2654891814139302E+03  0.2661662412000009E+03  0.2689028470438592E+03  0.2698982671270453E+03  0.2707660272821056E+03
 0.1200000000000000E+04  0.5000000000000000E+02  0.1500000000000000E+03  0.2500000000000000E+03  0.2685741605048972E+03  0.2682932541000997E+03  0.2653183192638419E+03  0.2660355772683203E+03  0.2687661940412059E+03  0.2697912392437970E+03  0.2707278905366383E+03
 0.1500000000000000E+04  0.5000000000000000E+02  0.1482067349968044E+03  0.2483478363293858E+03  0.2685292846277570E+03  0.2682771014958415E+03  0.2650599451159087E+03  0.2658304949925782E+03  0.2685829046062078E+03  0.2696418350813958E+03  0.2706848537874031E+03
 0.1800000000000000E+04  0.5000000000000000E+02  0.1463732518404236E+03  0.2470802668270526E+03  0.2684756947503538E+03  0.2682557707192795E+03  0.2647245127309684E+03  0.2655575653320528E+03  0.2683603634515912E+03  0.2694554386971445E+03  0.2706400249084284E+03
 0.2100000000000000E+04  0.5000000000000000E+02  0.1448386442731878E+03  0.2457317561567296E+03  0.2684138700803161E+03  0.2682292236813356E+03  0.2643250138170715E+03  0.2652265812924974E+03  0.2681071624965156E+03  0.2692402272950563E+03  0.2705954714439903E+03
 0.2400000000000000E+04  0.5000000000000000E+02  0.1435139553839357E+03  0.2443639238873494E+03  0.2683441391315426E+03  0.2681974930524534E+03  0.2638741324714073E+03  0.2648478431593398E+03  0.2678313773944093E+03  0.2690049088929278E+03  0.2705523887716169E+03
 0.2700000000000000E+04  0.5000000000000000E+02  0.1423751105249736E+03  0.2429695332019731E+03  0.2682667690089904E+03  0.2681606442630318E+03  0.2633829737435627E+03  0.2644307945488284E+03  0.2675397224727868E+03  0.2687573483995460E+03  0.2705113698432744E+03
 0.3000000000000000E+04  0.5000000000000000E+02  0.1413625886331903E+03  0.2415701936224624E+03  0.2681820461354861E+03  0.2681187699511414E+03  0.2628607623771239E+03  0.2639835365650366E+03  0.2672374228304028E+03  0.2685039642462350E+03  0.2704726358538604E+03
 0.3300000000000000E+04  0.5000000000000000E+02  0.1404549662169382E+03  0.2401620896862537E+03  0.2680903240440217E+03  0.2680719987005398E+03  0.2623149838041678E+03  0.2635127979772079E+03  0.2669284012061429E+03  0.2682496269418613E+03  0.2704361970636331E+03
 0.3600000000000000E+04  0.5000000000000000E+02  0.1396303626755700E+03  0.2387662150956149E+03  0.2679920461596390E+03  0.2680205063527052E+03  0.2617516679996761E+03  0.2630240930947556E+03  0.2666155530248279E+03  0.2679978172469773E+03  0.2704019540126835E+03
 0.3900000000000000E+04  0.5000000000000000E+02  0.1388475933422093E+03  0.2373570359452603E+03  0.2678877366107149E+03  0.2679645219813887E+03  0.2611756799211930E+03  0.2625219287161050E+03  0.2663010072642315E+03  0.2677508828360431E+03  0.2703697572971380E+03
 0.4200000000000000E+04  0.5000000000000000E+02  0.1380893920243036E+03  0.2359358135980302E+03  0.2677779762465878E+03  0.2679043261593039E+03  0.2605909674311623E+03  0.2620099997542929E+03  0.2659863381227387E+03  0.2675103041768231E+03  0.2703394411403997E+03
 0.4500000000000000E+04  0.5000000000000000E+02  0.1373545170896881E+03  0.2345146276194035E+03  0.2676633827300170E+03  0.2678402439854568E+03  0.2600007574321195E+03  0.2614913533273100E+03  0.2656727237385673E+03  0.2672769285447443E+03  0.2703108412612443E+03
 0.4800000000000000E+04  0.5000000000000000E+02  0.1366460802566639E+03  0.2331052713095210E+03  0.2675445977811181E+03  0.2677726361777459E+03  0.2594077060372733E+03  0.2609685190969095E+03  0.2653610600039929E+03  0.2670511587893668E+03  0.2702838036632506E+03
 0.5100000000000000E+04  0.5000000000000000E+02  0.1359669120921010E+03  0.2317172476691525E+03  0.2674222771541293E+03  0.2677018900293679E+03  0.2588140124508964E+03  0.2604436103573913E+03  0.2650520401393915E+03  0.2668330973758087E+03  0.2702581883260605E+03
 0.5400000000000000E+04  0.5000000000000000E+02  0.1353185521473531E+03  0.2303577512339443E+03  0.2672970801126040E+03  0.2676284106696530E+03  0.2582215056692215E+03  0.2599184019240478E+03  0.2647462096154488E+03  0.2666226520127797E+03  0.2702338701249089E+03
 0.5700000000000000E+04  0.5000000000000000E+02  0.1346884515961868E+03  0.2290319568629752E+03  0.2671696583611554E+03  0.2675526127017645E+03  0.2576317034291832E+03  0.2593943842961498E+03  0.2644439999739923E+03  0.2664196084832245E+03  0.2702107367098515E+03
 0.6000000000000000E+04  0.5000000000000000E+02  0.1340739969896626E+03  0.2277433636937889E+03  0.2670406428900529E+03  0.2674749117310211E+03  0.2570458669939928E+03  0.2588728129771399E+03  0.2641457544668658E+03  0.2662236806646758E+03  0.2701886866960527E+03
