TITLE="Layer_1"
VARIABLES="Time [s]"
"Flow Rate IN [m^3/s]"
"Flow Rate OUT [m^3/s]"
"Net Flow Rate [m^3/s]"
"Net Cumulated Volume [m^3]"
ZONE T="Flow Budget Zone#1"
 0.3000000000000000E+03  0.0000000000000000E+00  0.5494646026295169E-02 -0.5494646026295169E-02 -0.8241969039442754E+00
 0.6000000000000000E+03  0.0000000000000000E+00  0.3992731705032031E-02 -0.3992731705032031E-02 -0.2247303563643356E+01
 0.9000000000000000E+03  0.0000000000000000E+00  0.3385548483099386E-02 -0.3385548483099386E-02 -0.3354045591863068E+01
 0.1200000000000000E+04  0.0000000000000000E+00  0.3124527539774519E-02 -0.3124527539774519E-02 -0.4330556995294154E+01
 0.1500000000000000E+04  0.0000000000000000E+00  0.2792374928422403E-02 -0.2792374928422403E-02 -0.5218092365523693E+01
 0.1800000000000000E+04  0.0000000000000000E+00  0.2623259325088270E-02 -0.2623259325088270E-02 -0.6030437503550294E+01
 0.2100000000000000E+04  0.0000000000000000E+00  0.2497336935819939E-02 -0.2497336935819939E-02 -0.6798526942686525E+01
 0.2400000000000000E+04  0.0000000000000000E+00  0.2397264239134255E-02 -0.2397264239134255E-02 -0.7532717118929654E+01
 0.2700000000000000E+04  0.0000000000000000E+00  0.2314788286531588E-02 -0.2314788286531588E-02 -0.8239524997779531E+01
 0.3000000000000000E+04  0.0000000000000000E+00  0.2245048607911145E-02 -0.2245048607911145E-02 -0.8923500531945940E+01
 0.3300000000000000E+04  0.0000000000000000E+00  0.2184944600567640E-02 -0.2184944600567640E-02 -0.9587999513217758E+01
 0.3600000000000000E+04  0.0000000000000000E+00  0.2132377893267832E-02 -0.2132377893267832E-02 -0.1023559788729308E+02
 0.3900000000000000E+04  0.0000000000000000E+00  0.2085836630478207E-02 -0.2085836630478207E-02 -0.1086833006585498E+02
 0.4200000000000000E+04  0.0000000000000000E+00  0.2044210940026792E-02 -0.2044210940026792E-02 -0.1148783720143073E+02
 0.4500000000000000E+04  0.0000000000000000E+00  0.2006675259805400E-02 -0.2006675259805400E-02 -0.1209547013140556E+02
 0.4800000000000000E+04  0.0000000000000000E+00  0.1972601153805713E-02 -0.1972601153805713E-02 -0.1269236159344723E+02
 0.5100000000000000E+04  0.0000000000000000E+00  0.1941497463325425E-02 -0.1941497463325425E-02 -0.1327947638601690E+02
 0.5400000000000000E+04  0.0000000000000000E+00  0.1912971148933721E-02 -0.1912971148933721E-02 -0.1385764667785577E+02
 0.5700000000000000E+04  0.0000000000000000E+00  0.1888313349830613E-02 -0.1888313349830613E-02 -0.1442783935267042E+02
 0.6000000000000000E+04  0.0000000000000000E+00  0.1865842059328635E-02 -0.1865842059328635E-02 -0.1499096266404431E+02
 0.6300000000000000E+04  0.0000000000000000E+00  0.1844581629579623E-02 -0.1844581629579623E-02 -0.1554752621738055E+02
 0.6600000000000000E+04  0.0000000000000000E+00  0.1824642912636064E-02 -0.1824642912636064E-02 -0.1609790989871290E+02
 0.6900000000000000E+04  0.0000000000000000E+00  0.1805958276119593E-02 -0.1805958276119593E-02 -0.1664250007702625E+02
 0.7200000000000000E+04  0.0000000000000000E+00  0.1788433713780842E-02 -0.1788433713780842E-02 -0.1718165887551131E+02
 0.7500000000000000E+04  0.0000000000000000E+00  0.1771974992432072E-02 -0.1771974992432072E-02 -0.1771572018144325E+02
 0.7800000000000000E+04  0.0000000000000000E+00  0.1756494179535775E-02 -0.1756494179535775E-02 -0.1824499055723843E+02
 0.8100000000000000E+04  0.0000000000000000E+00  0.1741911183235100E-02 -0.1741911183235100E-02 -0.1876975136165406E+02
 0.8400000000000000E+04  0.0000000000000000E+00  0.1728153718199572E-02 -0.1728153718199572E-02 -0.1929026109686926E+02
 0.8700000000000000E+04  0.0000000000000000E+00  0.1715156747560550E-02 -0.1715156747560550E-02 -0.1980675766673328E+02
